product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
NbBpPuSUVaD8,toys,250,16,10,16
MXfRU6BvSbFp,cool_stuff,15350,47,40,47
LsIOJ3aBLxxA,toys,1300,40,20,30
M1jQvmn1JOAI,toys,105,16,11,11
jkF9uiOYSJQv,toys,650,28,9,14
2OG2qvj46f0Z,toys,8750,50,8,45
QdxoS957WDuj,toys,8000,60,20,29
N13FqRe65ecH,toys,500,30,2,20
ro08JPncYzLh,garden_tools,1650,30,22,30
0HH0uZjll0tp,toys,4250,20,20,20
Ixzh5QoSlVVv,toys,250,50,5,20
ItUEMsARYsuL,toys,150,16,16,16
9535CqZMWxXN,toys,4200,50,28,28
l58Jj89CQgwj,toys,1150,36,16,24
I7HG4FMwaLsT,toys,300,20,7,15
pFhrTs4IZ0fp,toys,100,16,11,12
ZmBu43wEvBlb,toys,1000,35,10,20
XqTqmENHd9uU,toys,100,17,3,12
bzuux5q6sc7C,sports_leisure,175,17,10,13
LlmfGRKeLKzT,toys,950,22,19,19
NeOJzo1DmDlC,toys,450,26,6,17
9NwzO0Pm0fDM,toys,1550,30,22,30
KbN9lsh9uJef,garden_tools,150,16,2,11
fvckx1KMCsDq,toys,500,22,6,16
nQflyEP9dhCR,bed_bath_table,1350,46,2,36
apgWeUaxNDzG,toys,300,20,16,16
AGmKEL3hh1mS,toys,200,16,2,20
Amo5hpDtPLHr,toys,292,17,8,12
NXmjFh9gwUYe,toys,10975,53,51,18
kzbGF82735ih,toys,300,41,2,29
nctVrGJJn8x3,toys,1400,28,21,23
lj6j1MRRWPax,health_beauty,150,22,3,15
BcdUJ3lve0IC,toys,500,30,7,25
Wj3TSSbbXlHl,toys,150,24,12,13
E1esbswKYvev,telephony,325,20,15,14
k7PHRwFSJpMk,bed_bath_table,2150,34,9,33
ddJxso6insOc,health_beauty,667,30,16,16
Tbeoj0npax8N,toys,850,30,6,26
E2e06ABe4gD0,toys,400,18,18,18
8yLBWlAmHZdV,furniture_decor,300,16,5,20
fHa2jfnzhj8r,housewares,6200,39,31,28
5OctOQvEgQCp,toys,2400,31,7,22
xKzogH4ZvEQ2,toys,1200,25,14,16
YOTYRmfZTOWo,toys,483,23,12,19
3knZBIXBEdwu,toys,1350,16,5,16
8czc6uIc81lJ,toys,200,18,7,12
cCkWV9GFGoMM,toys,1150,33,9,38
KFBpZwrqE7A7,toys,250,105,13,13
D2Xdv9Cw4PfU,toys,350,69,11,11
PBcGyZdjVpG0,health_beauty,250,16,5,15
KFuPwSsJH9FK,furniture_decor,2550,30,35,30
aF2AOxI2p58C,,26000,67,57,46
Mfg3BbT4auzn,toys,1938,48,11,41
mnGcw2kriqKU,bed_bath_table,1350,44,2,35
JD2p9wPfOt11,toys,7350,25,62,25
q5EIWgf7mpli,toys,1008,33,14,26
P9LuRk8lT0M3,toys,2300,23,11,11
tZ5GtSIRO8eG,toys,317,19,15,17
5Ieg7sUUOSUD,toys,2900,30,20,16
ppf3Gmr6UzZh,toys,300,16,3,11
3jEsNF8wXqKS,toys,800,30,30,20
oX8dgtFlR8Vj,toys,1750,30,30,30
dMIjKDjvV70Y,toys,304,27,17,27
uijY3qsoIuV6,toys,3000,67,3,41
ntV3wn7RFntf,toys,200,25,7,16
ecuhdvvVs2UA,toys,1650,42,25,15
ul3PBoednsn5,pet_shop,900,30,30,30
DXzqeur4VAJk,home_construction,600,40,3,50
IURewpnJMNAN,toys,1100,27,28,21
8VUrrTrLfyUD,toys,3000,45,19,35
2md9xBPjUApo,toys,400,25,9,19
kHHZND1nmXxm,electronics,16283,19,14,15
LN29aDveiIdl,toys,650,20,30,12
YD2ltug6xC68,sports_leisure,225,18,15,16
tJIKN3VLKBb5,toys,1000,30,40,30
xuxDG0iA8qJO,toys,15008,47,31,51
VDEBigGAwD3J,toys,1550,44,14,34
0s6OGs3vcL8A,toys,467,21,22,13
IaT1PjxEe1iq,toys,775,44,3,34
CODrcELIeeO3,furniture_decor,1700,40,10,40
jkF9uiOYSJQv,toys,650,28,9,14
BuMA9g0RCLlr,toys,450,16,7,11
PIf2lPgKlaBD,toys,225,25,9,29
1yVPkhqhk4yB,garden_tools,3950,16,64,38
SMXCpqh1rntY,toys,200,16,16,16
8mH9VrhCkxAn,toys,250,16,2,20
asZDQG6r7Vv5,toys,450,20,9,14
bFXazrvMzmmV,toys,175,17,9,15
qrh39jdpjIG1,toys,300,18,11,14
mUzVm5ukrxKM,auto,5950,65,11,65
65cmAQ6D0wIE,toys,2689,54,13,46
0vbEvli2JYJu,toys,1383,50,10,40
FzQ5ue11InCg,furniture_decor,500,17,17,17
OpKxmHDSTTD1,watches_gifts,533,20,8,11
Rr4bjc79Exdc,toys,1575,26,21,23
uxysNTyZDUV6,toys,230,19,7,13
UgkSjxoiV9Ev,toys,2600,50,10,30
cx6OrLvIHWm2,toys,1800,34,7,32
pQgmYEfO4u0Y,toys,100,16,3,11
y2MAnns4G96G,computers_accessories,207,19,11,14
a4shQmLdoL4p,toys,250,16,15,15
FkrbFsVhfeOO,toys,2350,16,40,16
jHxmSilAHTMy,toys,100,20,6,11
ymTugs3wwpeF,toys,350,16,16,16
ZYzHHPLBpwfI,watches_gifts,225,28,10,18
4PGGlEKvQeZa,toys,1500,31,9,22
nrVAo7yzAEJm,furniture_decor,1500,38,7,28
ro08JPncYzLh,garden_tools,1650,30,22,30
UmPLXsxWDHIV,electronics,400,26,8,18
cQfA5k5obzRW,toys,593,30,13,16
whYNxbvzEmIw,toys,317,16,10,11
NXmjFh9gwUYe,toys,10975,53,51,18
O1oCEFh8BshE,toys,1100,45,15,35
7UIj67MsNIVO,toys,100,16,3,11
HhAtKukEU7VT,toys,1867,36,6,36
KIYt8ODpiQyI,toys,550,16,7,11
SLTlrWtcYt1m,toys,1750,37,22,40
vH5OmkNrEX5r,toys,450,50,3,25
JUZSyxq6s6nI,toys,400,20,12,15
SitPMWGsmpa4,toys,450,20,20,20
1LoGNpatQYCz,perfumery,400,18,11,11
NHyp0l7Ib6k1,toys,150,30,10,20
qDgjT36KwfcF,furniture_decor,2500,40,10,30
r0YGuNU1uijS,sports_leisure,1563,20,16,17
tCfnrBxyYUD5,toys,100,30,15,15
13S4nibeqfeW,bed_bath_table,1000,38,6,29
bag9BdIjb8Rj,toys,950,41,45,11
thVu8wtNKd5H,toys,2900,35,12,30
NkygN5yTKOgI,toys,1400,26,41,26
e9wtj08toj1G,toys,8017,51,28,39
jM8s5EYrUNB4,toys,300,24,11,24
xAU5QJnI3NSi,toys,400,18,11,20
mSoHXXulZowE,toys,537,24,14,18
mnsyakf4d6Y7,toys,673,18,13,15
oXSANnOMWjmc,toys,7700,60,20,29
PyjlDSHRGdSt,toys,1850,24,36,23
5zjlm4wGGKnH,toys,1067,32,13,22
zcZq8f268NxN,toys,2050,50,10,40
E76IGx38mrl7,toys,300,26,4,36
pK1hGMdAlDV7,toys,2350,20,30,30
BhVxVNFgxUR1,luggage_accessories,450,20,5,20
JD2p9wPfOt11,toys,7350,25,62,25
a7YJ2NmbNje7,bed_bath_table,250,40,4,30
CNK3mQnOE09A,toys,250,16,10,11
vP5ac9GolbMc,toys,1400,40,7,34
C3ndDfr41pYC,toys,1100,25,5,25
LBsxs2quBrv6,toys,200,17,13,13
tB0tYJ6BYa5A,watches_gifts,250,16,2,11
sbUmEfSF0o1o,toys,800,31,9,11
NymsCrshSL1v,toys,850,18,16,18
Cf0ozOaWfJyb,toys,200,25,5,15
DXG0TFaZjGHO,toys,200,16,7,11
bCk4GH4hlq3x,toys,3700,32,22,46
47OWt6ZRJZcX,health_beauty,3900,30,13,26
czBpPK6FrjNi,toys,350,43,30,32
I3MEARW8aOA2,fashion_male_clothing,800,40,6,30
eaXQkE7GVzQs,bed_bath_table,1550,30,10,30
HwPbP5N2qWCP,toys,133,20,10,16
SESkOgF0nWnh,cool_stuff,1600,42,25,15
4AKqzNquUAiM,watches_gifts,350,18,10,15
csMb69P3Lt4N,bed_bath_table,150,16,10,16
bzcyOIuv5ueu,toys,1900,17,13,31
PZ2dUf4ARrHC,office_furniture,9150,35,52,35
Gl8lTOaqomLU,toys,5200,45,54,15
VkMBucgDoCek,electronics,125,21,13,18
CGF51fopsqhk,housewares,300,25,2,17
QbZDXbGqqyK5,toys,1600,30,30,30
DYoSkwNmK0vz,toys,156,18,12,15
wPUdAGg8JMPE,toys,400,30,30,40
z7aDZmyyzV41,toys,200,16,12,11
bFMssPOBJiPp,office_furniture,11875,57,55,22
HFeHIRKD0tH4,toys,650,16,10,11
H77OPfPXUeXx,toys,600,34,6,24
sIKWTyKMnyTC,toys,4475,56,31,34
P8CKJ8Wkluuv,toys,303,19,11,16
SeNDEiakzH8h,health_beauty,300,18,10,14
0vbEvli2JYJu,toys,1383,50,10,40
Bc3C6RByI79Q,toys,300,18,18,18
izOt9bNjAHst,toys,250,18,18,18
xl7fxh09W8xU,toys,4105,67,10,67
DnE8CuQrSSWx,toys,950,50,5,50
ktHbaUWLPcUG,toys,150,16,16,11
nVUUdBlcboP1,toys,500,33,6,22
ZOutoDmkGHIp,toys,1900,39,16,40
ppKXS2wmR8Qv,toys,200,16,8,11
8EMcxO7AFhVP,toys,180,17,10,13
cJapvLHOnFcl,toys,150,16,2,11
kHi0ioRh9ru6,cool_stuff,200,17,7,17
J50v0AWnwMiv,furniture_decor,200,25,4,18
T2InzD7392Fa,toys,350,17,4,12
syavxQoF8Q6x,sports_leisure,493,18,17,16
3S7PAENk4h5g,toys,2050,42,25,15
hKAQ99SlEdSb,health_beauty,250,23,7,15
BxIxcPBkpxWt,toys,1800,30,10,38
a2kXUqX5T4YO,toys,725,22,14,17
PUwrXVOioydb,toys,240,19,12,14
ZqaNzeImrkp4,bed_bath_table,1600,40,20,20
pIsDRb4xbzyD,watches_gifts,350,16,14,11
g6t3vW6KBJ17,toys,705,34,22,28
NL5B8sWRtYma,stationery,300,24,7,14
kudPmCkNIp37,health_beauty,800,21,4,15
gIs4VBdoW3wO,toys,1300,32,12,32
fHa4DfXvD6of,toys,7300,35,14,35
ePdRhmKUoDul,toys,150,16,11,11
WK1qqPNV6WSk,toys,100,18,4,12
vBfalprQr6S5,toys,210,17,9,12
UTNjs6RprYLi,toys,300,45,15,35
fRYVpFQNtMAY,toys,400,17,7,16
Zix31jTkaPHP,toys,100,19,4,11
LdDNb5R4HLs9,toys,1700,70,10,100
uao0vNKhChzl,furniture_decor,600,30,3,20
Sa2lxO90uT1G,cool_stuff,423,24,13,16
AfNlAbV0Q2Zc,toys,2000,60,8,33
bl8frtl26bb4,toys,250,21,4,15
nI6uHETidBZj,toys,100,16,5,16
IRbuBtjPda48,toys,375,21,11,17
iTOY3WCysI9k,toys,5300,30,20,25
OC5twfswcbVk,toys,50,19,3,11
jQkxIH2rArHm,toys,150,16,6,11
CSJAkS5UvJ6D,toys,1400,65,11,11
lyv7bqEb4rfG,computers_accessories,1225,43,15,21
vl8HS0NComcU,toys,300,50,5,20
sRCy8BHJWVSM,toys,600,60,9,50
B85tWLwU6kyA,toys,163,17,13,12
UBcF4s1w7uZB,toys,200,16,7,16
gcsQKPqj3LV0,toys,200,16,2,11
00hf4DIVWtOv,toys,2775,29,27,18
wdV7yJzaz3Su,toys,4338,17,12,14
wAqpjobOTLMo,construction_tools_construction,1200,16,11,11
8Ft5Hspl2XY6,toys,550,20,10,15
wcM6Pwk2Cc9T,toys,3500,45,10,30
Zg465klqS8rl,toys,1200,25,9,18
CxzO8C3IkRXh,toys,2400,40,15,40
NKEgwsBkyCBc,toys,750,20,13,21
rEAwvcfxHtqH,toys,1200,69,11,11
5w2pkGKx49rT,toys,900,20,5,11
SLANLZkCbYI1,toys,150,16,12,12
ro08JPncYzLh,garden_tools,1650,30,22,30
1BItsObcWzjG,toys,50,16,10,12
Fg87Bp5T7JRg,toys,400,16,4,16
FNKIqU40hVPa,sports_leisure,900,50,6,20
4JzfV1Qibtxr,toys,150,39,9,11
XaZhwWmDvmVY,toys,9000,70,25,55
JryvHPzzAris,toys,26950,65,79,29
jg7qvPytgDzt,furniture_decor,1050,32,12,32
dfAHqNQcTm3T,toys,138,19,17,16
SoreV6plhAG5,toys,500,20,15,20
AjFi9RspMrwZ,audio,343,19,11,13
C860zfv5mxHv,toys,600,23,7,15
JSf9OtrZlVSW,health_beauty,1200,21,13,19
Ffe8gTdmyO3U,toys,533,22,11,20
PsiIf89ti8tB,toys,125,16,7,14
H6EbpVsFlm5M,toys,200,19,19,19
y2MAnns4G96G,computers_accessories,207,19,11,14
tcv15zJVviAK,toys,1200,18,18,15
eZ9wNNBzwogj,toys,200,35,6,24
S7oQyuZzGZek,furniture_living_room,13800,59,17,58
UfrGKjB1z9fA,toys,200,17,17,17
sAZlZF7GJJdr,bed_bath_table,350,16,10,16
KvidPAEAVI5p,toys,100,16,12,12
7hNozIyKjrMU,housewares,500,25,21,21
NMkOPOBMaJA4,pet_shop,500,35,22,28
M0LeauL9b301,toys,800,18,22,11
eR6duxztWDp1,toys,500,22,18,18
6lqYiC1kC4WA,toys,2425,29,30,19
LdDNb5R4HLs9,toys,1700,70,10,100
9o5aGPLpSZGU,office_furniture,9725,53,52,17
G1IY1oEEODhg,toys,416,18,9,13
NbBpPuSUVaD8,toys,250,16,10,16
scecbHa9w1Iw,toys,250,40,4,30
KLmOrQk2JYpV,furniture_decor,1150,16,33,33
utVPLgd1LM3F,toys,200,16,2,11
1uux8qNTHbEp,toys,10475,52,51,17
Kp6CqrVH0fPn,toys,450,30,10,17
sCONCvmO1cEY,computers_accessories,6550,20,20,20
lxMFwaGSFS9v,toys,400,22,8,11
PPD04tJyTjHc,toys,1300,30,30,30
wEXYeIBMtNpz,toys,1700,65,6,50
v8wYHyjJmg7e,audio,167,16,4,11
emq2oIapNoIp,toys,2584,68,17,49
qeFwzEB1hCse,sports_leisure,150,20,10,15
qvbNX6O1c5os,toys,7900,20,40,40
2h47OZGGX0lD,toys,21200,28,8,28
KhQm14St7ilH,toys,1250,30,30,30
WYpoxZl2lCCd,toys,1800,30,5,30
YgMi6s9pFe7K,bed_bath_table,2200,30,20,25
P7v43SYiERYB,toys,11400,45,19,45
oUaq0Emczjrp,toys,175,23,21,21
8RGUSaH4Oh7s,toys,600,62,12,12
vyutM7FwcaA8,toys,250,16,12,11
t0G4jk79mHy1,toys,1300,40,7,31
isehBCyX595I,sports_leisure,6300,42,20,32
Biwi1BNtUB7l,toys,1500,30,22,30
OgVubUNz3nCM,toys,350,20,15,15
Ggd3U51peXoq,electronics,175,22,11,16
WIZxwALZGM9P,computers_accessories,800,33,12,12
HM3WTlgwBxET,toys,555,24,8,15
6sjVXxuTNfQS,toys,2850,69,11,11
lubNPHbs82xe,housewares,800,16,2,11
uDIWaQnuUe37,toys,350,25,15,15
6lsIKONjvlrc,toys,575,16,18,12
DhaOKA7Xdq2z,toys,297,18,11,18
58k4mFGNi3xa,toys,347,18,12,13
a8movgzGWrXf,toys,12250,35,65,36
qYEth233Ed0V,toys,217,20,20,20
b5PPuieg4oSR,toys,1600,45,3,37
BVGpkgflKwXL,health_beauty,100,29,5,15
lK8dHGZAZ10c,toys,900,30,5,23
96JODxXMEruV,furniture_decor,1200,65,12,12
DGk4syOmizgV,toys,9575,61,41,21
LT2cOfLqmL4N,toys,200,16,2,11
czBpPK6FrjNi,toys,350,43,30,32
UUcKekhTuImv,toys,1870,27,20,29
rjjoGffRsdup,toys,1200,39,22,14
ymZvN9XtTHxn,toys,1110,19,11,18
Biwi1BNtUB7l,toys,1500,30,22,30
5v4Yv6x2LKjN,arts_and_craftmanship,6850,105,5,65
X5uwu2aUhnnq,toys,2600,24,24,27
AMKIgKd1s17B,health_beauty,200,22,10,18
D6PfB05h579u,toys,150,20,6,15
8SaHsNGw15YA,housewares,1700,32,21,22
MXIDpBL8zOVA,toys,1350,27,9,18
hltNoJPbTHBZ,toys,550,16,10,16
gl1OFADsh4Hm,toys,700,27,13,17
hYoxEbIqHFom,toys,625,25,8,23
OYsVpAu8rjLk,toys,1200,36,20,36
UaEtyXmKMizQ,sports_leisure,200,20,6,13
Biwi1BNtUB7l,toys,1500,30,22,30
kuUbPNBMgk7o,toys,2150,30,19,25
xXuYkZH8uNj5,toys,1750,20,20,20
kz91yfVhh521,toys,300,23,5,15
R1lJ37B1AEm7,toys,5500,45,20,45
JUZSyxq6s6nI,toys,400,20,12,15
9NwzO0Pm0fDM,toys,1550,30,22,30
4YSSJarnYMHk,toys,1350,32,10,45
Lw4U68e0gJPs,toys,317,22,14,22
WWzH6bAglTBh,bed_bath_table,3500,45,15,35
ANT4x2GMiSmp,toys,400,18,12,14
RQ0F0A4rygPK,toys,450,21,11,14
TdryLJINHQ9O,toys,800,30,10,30
XHp5PJWfUYP5,toys,600,28,25,25
tJN70fMMvu6j,fixed_telephony,2550,100,20,30
ygGrutQGRsxm,housewares,300,20,10,15
Q7PB2uvDhqB8,toys,4475,44,24,31
izOt9bNjAHst,toys,250,18,18,18
haXPGTwEeTPf,toys,1538,25,36,31
E76IGx38mrl7,toys,300,26,4,36
bpESrZraPGiK,toys,2200,100,7,11
E6PbtdrB30sG,baby,9400,75,15,50
XKvL4Z4LUyv1,kitchen_dining_laundry_garden_furniture,22150,76,46,38
ig1E0TFCwPP6,dvds_blu_ray,200,20,2,14
bl45045JCEyJ,toys,200,16,8,11
DCCi6leTi1BK,computers,12100,50,50,25
IzQIBDjlHj87,toys,15100,50,40,40
RokqYzTZLpwY,toys,5400,20,60,50
5RlYnlEhpCUL,cool_stuff,1625,44,24,32
a7GwjDDa4Qa0,toys,200,16,16,16
p7mF8dsDV5hA,toys,1050,25,25,25
20gZ5JcJwEwM,toys,150,16,2,11
ssZQDTdv1ISb,toys,400,34,4,22
ljosLjOD0OXK,perfumery,500,16,15,15
IzrfRcOWlHDL,office_furniture,12675,48,49,40
84vApAh0mXEw,toys,550,38,28,20
2fRFSBWXC4zP,auto,1100,49,46,46
PQfItRcmlj1l,cool_stuff,2150,42,25,15
ksNcOTjjdTWI,toys,150,16,6,11
M69DcxUHKxr5,watches_gifts,733,17,10,18
VyvqSoUrvQ46,toys,363,18,13,13
MOqtPUVqxrLE,toys,1238,32,35,17
s284eb92Zw1i,toys,1500,40,25,20
oLXISkO7Tf7E,toys,4350,18,25,18
i8rOWNVCU8SG,toys,200,17,11,15
xKXMf9j21ta7,toys,200,16,2,20
cIALMvgTWJrb,toys,3450,23,35,35
RTVecaMH7B6l,toys,1300,25,40,25
Z2iilVo5Z6K2,toys,4600,30,16,30
k5IYbUc8GPhh,toys,300,30,2,25
8EMcxO7AFhVP,toys,180,17,10,13
Qf3jXDCJPvkJ,toys,350,19,12,13
XFgXxSNrth4B,bed_bath_table,500,20,10,15
3Xljh8XDK83O,toys,800,35,30,40
LlKHaS6Gr6yD,furniture_decor,650,25,25,25
g1hA79yUosrd,toys,225,20,10,16
dIYJodVUFOui,toys,150,16,23,13
SESkOgF0nWnh,cool_stuff,1600,42,25,15
acKEmtUw43Nl,toys,900,26,18,18
JUUDMHfhJkFG,bed_bath_table,8700,33,44,33
hMHNDJz42dPt,toys,3400,52,7,56
WlqKXUhd3EKm,toys,400,21,16,16
XFovQmY4cl2k,toys,130,16,11,16
thVu8wtNKd5H,toys,2900,35,12,30
nhu8jmeQlnGT,stationery,800,20,50,40
zfzYxbaQFrTV,toys,50,16,5,11
GvBzGCvvIC2D,toys,1000,53,8,18
2IStlYBDdXDL,toys,400,25,35,25
SZ1i8jYYMF7J,toys,8950,41,40,40
UgkSjxoiV9Ev,toys,2600,50,10,30
a4iVciZ9JlzF,toys,350,19,13,19
nz52QIxhTMzF,watches_gifts,100,16,3,11
DwErrH6eI5GJ,toys,7650,20,20,20
EtByr6hYFH77,toys,850,25,18,40
6lptOMF6Lbf2,baby,800,40,30,50
hvOBhSDo9LLZ,toys,800,16,10,16
sCONCvmO1cEY,computers_accessories,6550,20,20,20
JPJ66l1zE5Yh,toys,283,24,23,20
GjfkBrAS75q4,watches_gifts,250,16,2,11
bCk4GH4hlq3x,toys,3700,32,22,46
UhiYwrBc5ixN,perfumery,442,23,15,17
Lw0nOHsOKdwC,watches_gifts,200,31,4,13
KhyrWZjvyIVg,toys,5850,90,20,20
xd1xPlaHuDbT,furniture_decor,5300,40,20,40
IUz0ACaddxZB,toys,650,16,28,16
5XyF6Al83MtA,sports_leisure,150,16,16,11
sSjfWOnh8Jjo,toys,300,16,11,16
pQVAtS6IreUC,toys,350,40,4,30
F1VeWIcRhH1G,toys,1150,16,40,15
YSs6y3YdYlKo,computers_accessories,100,37,6,12
BOU3Alfw8oX2,toys,400,20,11,12
mijXgidgD3aS,toys,2100,16,29,36
lX8GXouYj0vU,toys,300,16,12,11
8kUYWjdaVCxf,toys,250,41,2,29
JCdfJbT3dMnM,computers_accessories,200,41,2,29
59KgQBUBoD3O,health_beauty,150,22,3,15
OC0OzjmplmGc,toys,400,19,13,19
vIbBzLhIKzJT,toys,1600,38,7,28
yBJmdGLzgNxg,toys,300,24,12,12
q51RMQMO5odW,electronics,200,30,10,20
cPwMwxaeyEAd,telephony,225,18,5,16
4Gboejw7gruP,toys,2650,105,3,70
TazhSpShJ1kd,office_furniture,12250,63,58,24
oXg4fJQjR6nQ,watches_gifts,300,19,13,13
3W6R7Eu22y6L,toys,114,19,16,17
sDiRdnCZMwRY,toys,550,27,10,15
R54uUmnStSDI,computers_accessories,280,20,15,14
uqqbrPEb2Kvn,toys,431,20,11,13
1i72v6efDkQp,toys,750,55,20,25
0mLwo6egaseL,bed_bath_table,1150,43,7,30
tCim15N6QV91,toys,1700,101,15,15
ztEoP22HkfQ2,telephony,300,17,4,12
K9inDFpRP1Y5,toys,588,19,14,17
mEQZfvruLbzP,toys,650,16,7,12
DL5BHCpE7rrL,bed_bath_table,835,40,9,33
rpXf5Ub8Nnmh,furniture_decor,1300,34,6,26
7AYn3roR5QQ2,toys,2100,31,4,24
TJypWTqSg63H,furniture_decor,150,22,22,22
jBIkgQsF75mK,toys,950,35,6,25
k7nZLwXrrqcR,toys,13200,40,60,40
OXtLyD0Rquqm,toys,250,17,11,13
epV6ersPe7An,toys,450,16,19,14
JP4ZpecprGFi,toys,650,35,15,25
YWxNxMu4wOKG,toys,1050,36,24,22
HTz59mNRqfcL,bed_bath_table,1250,19,17,22
xaCyTc8lSdIu,toys,1000,42,25,15
5p5SFlWRdguH,toys,5700,39,30,29
1pygyHBMo59v,toys,450,25,9,19
BLPv8inNEiHl,toys,200,16,16,11
upFmFFhqiS9X,toys,150,16,7,20
axLBYi1XjP6J,toys,200,41,2,29
rHSTHjYFnJS8,toys,9750,35,12,30
nhXB1JuTRx6A,toys,250,16,22,16
iXx5isihu6CK,toys,250,32,3,24
BFbSQQBm5NgM,toys,400,95,6,47
JftEt1eVzxsx,computers_accessories,500,16,2,11
DsAPh01yPiN8,toys,500,20,10,16
E1esbswKYvev,telephony,325,20,15,14
dAz11YkQkoue,health_beauty,100,20,15,15
elhBC12bzPNm,toys,2350,62,10,22
Biwi1BNtUB7l,toys,1500,30,22,30
CkMalWp3nvuW,toys,2134,25,22,16
4lnnpEh9Lojy,toys,1275,27,26,27
PsjeOBiRtk2w,toys,2350,42,22,32
OBIvlk9Z3nDK,toys,1450,90,6,18
obwSjFtX9Nw5,toys,400,23,2,16
ZWyg4uNWPHjJ,toys,250,16,2,11
6lqYiC1kC4WA,toys,2425,29,30,19
mc7kVFestrTm,toys,14500,40,60,40
jlg9wYidpI9b,toys,1000,40,28,25
tAX9RWWefqFe,toys,650,21,10,15
b9P1SSYFTUVC,toys,750,36,11,20
9GQoFcKJHapK,watches_gifts,269,17,11,13
fsxJTFaxzrTU,toys,167,16,12,13
DybSk5Xd4Xzr,air_conditioning,150,20,8,13
SLANLZkCbYI1,toys,150,16,12,12
HpuiH593gmeG,toys,350,25,8,19
aXM2sL0xmx8Y,stationery,150,22,5,12
l2HMSfwCeakn,auto,600,16,21,18
oh3TTOMCRxIs,furniture_living_room,30000,80,60,60
ijS3o6SBWA7z,toys,800,21,4,15
88ngBsMfYM8p,toys,17050,63,62,24
7grztYpCkySJ,toys,850,20,25,20
gi7fcDJxc5dH,toys,1250,40,10,30
75SYvAwzY1gq,toys,450,30,20,30
OB2wfiEeDTZA,toys,150,16,8,20
ZERA6htQikNZ,toys,4350,18,33,39
SLTlrWtcYt1m,toys,1750,37,22,40
omgKXNPHbgan,toys,100,25,2,16
ebBYerk8YhSO,toys,1400,43,5,30
ZqFdgOvKxR0s,housewares,4150,29,28,23
JKs6VT1rmiwE,auto,300,17,10,15
g7HXr6G8lJw7,toys,600,20,20,20
qSWEHaC11ce5,toys,500,27,10,15
UukQnHr3fuDZ,toys,200,16,7,11
rw8VNEd5iXGx,toys,500,40,11,35
fQSgkHoqi8Xq,toys,200,20,20,20
wqw3gN63vI8l,toys,100,18,6,11
hKlT0uLjF4tu,toys,200,29,7,16
BDVo2iX3JNPF,toys,200,16,2,20
EG4wDSpFyTth,health_beauty,250,22,10,18
pdRmYEfbMGKc,computers,13700,27,50,53
bFMssPOBJiPp,office_furniture,11875,57,55,22
58MGaY7naSok,toys,1300,30,30,30
Frot5FLjBR6q,toys,175,20,20,20
z5MjwlLVsdTl,cool_stuff,200,17,4,13
J8zOJwB872fk,toys,1200,34,6,41
8NMpcxobMD46,toys,300,17,4,12
u8zFxN95jt9A,toys,550,16,10,16
bzw8l3kNjf2v,toys,400,30,30,15
JpyJLsSZdC9t,toys,9900,60,50,20
UgkSjxoiV9Ev,toys,2600,50,10,30
RlWQkDGRxerS,health_beauty,250,22,12,17
BBn3NbzH11nN,toys,700,20,12,15
H1gowUjqWZO3,toys,800,30,35,30
ZmHOMRVUkYni,office_furniture,16167,64,62,25
wr4aOSLiImex,toys,733,29,11,28
oI1Hvtb5itKQ,toys,650,35,5,25
oUaq0Emczjrp,toys,175,23,21,21
tPlw2QcQOvKf,garden_tools,1800,37,22,40
U8utq4vm5CDy,toys,200,16,9,11
0vxqaoazyUrJ,toys,700,30,30,40
wZxPihvEdGcs,toys,1050,38,10,38
oARv5Rawp5k6,housewares,553,18,9,15
HFZt5QyhPlus,sports_leisure,150,45,10,11
OREzyxIkjqea,toys,5450,16,65,25
EvjUXB2aM7fN,housewares,250,16,15,12
ziBmQFvlstbc,toys,300,16,12,20
KteJLlc6KZHH,furniture_decor,700,28,50,28
COySv0ts9Ojd,toys,2800,40,15,40
CghIWQJjSXN4,toys,5650,40,15,23
6hJ0PUluOoIK,toys,16700,55,70,15
jFsW8tDzu0Dn,toys,1250,20,16,20
LH2UTMzGymX1,toys,410,39,3,28
iPoRkE7dkmlc,toys,15800,38,62,57
QxpDuntO8UtE,cool_stuff,7300,79,5,63
qAJdy2rvA6Nv,toys,1050,22,9,12
Wd2fW6wvtTxp,small_appliances,350,27,5,12
QcTkD5tIbMel,,300,16,19,16
kktXNGIh1TrV,toys,5900,46,20,46
UgkSjxoiV9Ev,toys,2600,50,10,30
tEjoHkDlwfgW,toys,450,17,3,11
pZLzVAfdFluY,toys,1383,30,27,28
x2473gHktSB1,toys,900,25,12,38
slavEB21J64R,bed_bath_table,700,49,4,50
5jnFpoV0bD6q,toys,453,21,11,14
d6kSI7IbUMfW,toys,371,17,17,12
QqRt9fpBjLde,toys,200,16,7,11
qvIJJCGsHqhs,toys,200,16,4,16
04A0LGRKLTCI,toys,526,22,15,17
l2k1XPbM32KE,computers_accessories,3475,54,13,48
UgkSjxoiV9Ev,toys,2600,50,10,30
v8wYHyjJmg7e,audio,167,16,4,11
srvU0XsdWXs7,toys,7700,28,55,37
HTLQI9JtjKMO,toys,12500,43,33,33
XUV9BQ1Jwcjb,toys,1400,27,7,27
KcrQcuiJ1vBb,toys,300,17,4,12
WqYd0V915hRC,toys,700,66,12,12
